match_type,confidence_score,bank_transaction_id,ledger_transaction_id,account_id,currency,amount_bank,amount_internal,transaction_date_bank,transaction_date_internal,reference_id_bank,reference_id_internal,raw_reference_bank,raw_reference_internal,normalized_reference,counterparty_bank,counterparty_internal,description_bank,description_internal
Normalized Reference Match,0.92,BK-S000531-B1,LD-S000531-L1,ACC1002,CAD,11466.98,11466.98,2026-04-15,2026-04-15,REF000531,REF000531,ref000531,REF000531,REF000531,Pinebridge Vendor Services,Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services
Normalized Reference Match,0.92,BK-S000533-B1,LD-S000533-L1,ACC1002,CAD,22272.06,22272.06,2026-03-13,2026-03-13,REF000533,REF000533,REF 000533,REF000533,REF000533,Cedar Prime LP,Cedar Prime LP,Deposit - Cedar Prime LP,Deposit - Cedar Prime LP
Normalized Reference Match,0.92,BK-S000534-B1,LD-S000534-L1,ACC1001,CAD,15160.87,15160.87,2026-04-07,2026-04-07,REF000534,REF000534,ref000534,REF000534,REF000534,Bluewater Holdings,Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings
Split/Aggregation Match,0.9,BK-S000561-B1,LD-S000561-L1;LD-S000561-L2,ACC3001,CAD,131.15,131.15,2026-04-15,2026-04-15;2026-04-15,REF000561,REF000561;REF000561,REF000561,REF000561;REF000561,REF000561,North Ridge Treasury,North Ridge Treasury;North Ridge Treasury,Wire In - North Ridge Treasury,Wire In - North Ridge Treasury - split 1;Wire In - North Ridge Treasury - split 2
Split/Aggregation Match,0.9,BK-S000562-B1,LD-S000562-L1;LD-S000562-L2,ACC1002,CAD,10694.96,10694.96,2026-03-13,2026-03-13;2026-03-13,REF000562,REF000562;REF000562,REF000562,REF000562;REF000562,REF000562,Bluewater Holdings,Bluewater Holdings;Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings - split 1;Deposit - Bluewater Holdings - split 2
Split/Aggregation Match,0.9,BK-S000563-B1,LD-S000563-L1;LD-S000563-L2,ACC1001,CAD,3808.22,3808.22,2026-03-19,2026-03-19;2026-03-19,REF000563,REF000563;REF000563,REF000563,REF000563;REF000563,REF000563,North Ridge Treasury,North Ridge Treasury;North Ridge Treasury,Deposit - North Ridge Treasury,Deposit - North Ridge Treasury - split 1;Deposit - North Ridge Treasury - split 2
Split/Aggregation Match,0.9,BK-S000564-B1,LD-S000564-L1;LD-S000564-L2,ACC3001,CAD,24069.73,24069.73,2026-03-16,2026-03-16;2026-03-16,REF000564,REF000564;REF000564,REF000564,REF000564;REF000564,REF000564,Summit Client Account,Summit Client Account;Summit Client Account,Interest - Summit Client Account,Interest - Summit Client Account - split 1;Interest - Summit Client Account - split 2
Split/Aggregation Match,0.9,BK-S000565-B1,LD-S000565-L1;LD-S000565-L2,ACC2001,USD,24860.75,24860.75,2026-03-25,2026-03-25;2026-03-25,REF000565,REF000565;REF000565,REF000565,REF000565;REF000565,REF000565,Lakeview Partners,Lakeview Partners;Lakeview Partners,Wire In - Lakeview Partners,Wire In - Lakeview Partners - split 1;Wire In - Lakeview Partners - split 2
Split/Aggregation Match,0.9,BK-S000566-B1,LD-S000566-L1;LD-S000566-L2,ACC2001,USD,656.33,656.3299999999999,2026-03-19,2026-03-19;2026-03-19,REF000566,REF000566;REF000566,REF000566,REF000566;REF000566,REF000566,Pinebridge Vendor Services,Pinebridge Vendor Services;Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services - split 1;Wire Out - Pinebridge Vendor Services - split 2
Split/Aggregation Match,0.9,BK-S000567-B1,LD-S000567-L1;LD-S000567-L2,ACC1002,CAD,18907.75,18907.75,2026-03-18,2026-03-18;2026-03-18,REF000567,REF000567;REF000567,REF000567,REF000567;REF000567,REF000567,Lakeview Partners,Lakeview Partners;Lakeview Partners,Deposit - Lakeview Partners,Deposit - Lakeview Partners - split 1;Deposit - Lakeview Partners - split 2
Split/Aggregation Match,0.9,BK-S000568-B1,LD-S000568-L1;LD-S000568-L2,ACC2001,USD,6992.69,6992.6900000000005,2026-03-15,2026-03-15;2026-03-15,REF000568,REF000568;REF000568,REF000568,REF000568;REF000568,REF000568,Pinebridge Vendor Services,Pinebridge Vendor Services;Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services - split 1;Wire Out - Pinebridge Vendor Services - split 2
Split/Aggregation Match,0.9,BK-S000569-B1,LD-S000569-L1;LD-S000569-L2,ACC2002,USD,13995.37,13995.369999999999,2026-03-01,2026-03-01;2026-03-01,REF000569,REF000569;REF000569,REF000569,REF000569;REF000569,REF000569,Bluewater Holdings,Bluewater Holdings;Bluewater Holdings,Deposit - Bluewater Holdings,Deposit - Bluewater Holdings - split 1;Deposit - Bluewater Holdings - split 2
Split/Aggregation Match,0.9,BK-S000570-B1,LD-S000570-L1;LD-S000570-L2,ACC2001,USD,22984.16,22984.16,2026-03-12,2026-03-12;2026-03-12,REF000570,REF000570;REF000570,REF000570,REF000570;REF000570,REF000570,North Ridge Treasury,North Ridge Treasury;North Ridge Treasury,Interest - North Ridge Treasury,Interest - North Ridge Treasury - split 1;Interest - North Ridge Treasury - split 2
Split/Aggregation Match,0.9,BK-S000571-B1,LD-S000571-L1;LD-S000571-L2,ACC3001,CAD,1781.5,1781.5,2026-03-31,2026-03-31;2026-03-31,REF000571,REF000571;REF000571,REF000571,REF000571;REF000571,REF000571,Pinebridge Vendor Services,Pinebridge Vendor Services;Pinebridge Vendor Services,Interest - Pinebridge Vendor Services,Interest - Pinebridge Vendor Services - split 1;Interest - Pinebridge Vendor Services - split 2
Split/Aggregation Match,0.9,BK-S000572-B1,LD-S000572-L1;LD-S000572-L2,ACC3001,CAD,1283.68,1283.68,2026-03-21,2026-03-21;2026-03-21,REF000572,REF000572;REF000572,REF000572,REF000572;REF000572,REF000572,Lakeview Partners,Lakeview Partners;Lakeview Partners,Interest - Lakeview Partners,Interest - Lakeview Partners - split 1;Interest - Lakeview Partners - split 2
Split/Aggregation Match,0.9,BK-S000573-B1,LD-S000573-L1;LD-S000573-L2,ACC2001,USD,7465.8,7465.800000000001,2026-04-05,2026-04-05;2026-04-05,REF000573,REF000573;REF000573,REF000573,REF000573;REF000573,REF000573,Pinebridge Vendor Services,Pinebridge Vendor Services;Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services,Wire Out - Pinebridge Vendor Services - split 1;Wire Out - Pinebridge Vendor Services - split 2
Split/Aggregation Match,0.9,BK-S000574-B1,LD-S000574-L1;LD-S000574-L2,ACC2001,USD,5317.34,5317.34,2026-03-26,2026-03-26;2026-03-26,REF000574,REF000574;REF000574,REF000574,REF000574;REF000574,REF000574,Evergreen Custody,Evergreen Custody;Evergreen Custody,Fee - Evergreen Custody,Fee - Evergreen Custody - split 1;Fee - Evergreen Custody - split 2
Split/Aggregation Match,0.9,BK-S000575-B1,LD-S000575-L1;LD-S000575-L2,ACC1002,CAD,5705.52,5705.52,2026-03-28,2026-03-28;2026-03-28,REF000575,REF000575;REF000575,REF000575,REF000575;REF000575,REF000575,Evergreen Custody,Evergreen Custody;Evergreen Custody,Deposit - Evergreen Custody,Deposit - Evergreen Custody - split 1;Deposit - Evergreen Custody - split 2
